Nombre_Empleado,Apellido_Empleado,Nombre_Completo,ID_Empleado,Año,Proyecto,Calidad,Satisfacción,Productividad,Trabajo en equipo,Reclamaciones
LEILA,CHACON,LEILA CHACON,2141,2022,CloudConnect,21.41,0.7,0.37,0.73,87 Reclamaciones
ALANA,CORONADO,ALANA CORONADO,2142,2022,CloudConnect,24.19,0.72,0.2,0.88,78 Reclamaciones
GEMMA,ORELLANA,GEMMA ORELLANA,2143,2022,SmartNet,26.88,0.56,0.56,0.76,28 Reclamaciones
VANESSA,MADRIGAL,VANESSA MADRIGAL,2144,2022,InnovaTech,13.61,0.57,0.6,0.91,80 Reclamaciones
GRACIE,DELATORRE,GRACIE DELATORRE,2145,2022,JustVDB,20.65,0.64,0.48,0.71,82 Reclamaciones
NOELLE,MILLER,NOELLE MILLER,2146,2022,SmartNet,22.46,0.79,0.44,0.78,93 Reclamaciones
ELISE,GRANADOS,ELISE GRANADOS,2147,2022,JustVDB,20.83,0.71,0.56,0.84,93 Reclamaciones
PRESLEY,PAREDES,PRESLEY PAREDES,2148,2022,Vatro,10.47,0.75,0.25,0.89,98 Reclamaciones
KAMILA,QUEZADA,KAMILA QUEZADA,2149,2022,JustVDB,12.66,0.68,0.85,0.67,70 Reclamaciones
ZARA,CARMONA,ZARA CARMONA,2150,2022,Vatro,28.62,0.69,0.86,0.97,87 Reclamaciones
AMY,LEYVA,AMY LEYVA,2151,2022,AIBoost,13.48,0.63,0.72,0.8,33 Reclamaciones
KAYLA,HINOJOSA,KAYLA HINOJOSA,2152,2022,InnovaTech,21.44,0.62,0.34,0.95,54 Reclamaciones
PAYTON,ROSADO,PAYTON ROSADO,2153,2022,AIBoost,14.50,0.74,0.9,0.9,15 Reclamaciones
RUTH,VIGIL,RUTH VIGIL,2154,2022,Vatro,27.85,0.59,0.45,0.98,66 Reclamaciones
ALANI,VARELA,ALANI VARELA,2155,2022,AIBoost,24.04,0.62,0.59,0.78,60 Reclamaciones
ANNABELLE,YANEZ,ANNABELLE YANEZ,2156,2022,InnovaTech,10.52,0.71,0.77,0.78,68 Reclamaciones
ASPEN,BERMUDEZ,ASPEN BERMUDEZ,2157,2022,CloudConnect,13.63,0.54,0.38,0.93,98 Reclamaciones
LAILA,ROMO,LAILA ROMO,2158,2022,JustVDB,20.56,0.65,0.39,0.87,32 Reclamaciones
LILA,AVILES,LILA AVILES,2159,2022,Vatro,22.35,0.51,0.77,0.84,6 Reclamaciones
RACHEL,MONTANO,RACHEL MONTANO,2160,2022,CloudConnect,21.63,0.52,0.31,0.76,84 Reclamaciones
TRINITY,NIETO,TRINITY NIETO,2161,2022,CyberSafe,14.79,0.69,0.78,0.96,87 Reclamaciones
DANIELA,VELA,DANIELA VELA,2162,2022,SmartNet,26.74,0.77,0.5,0.91,8 Reclamaciones
ALEXA,URIBE,ALEXA URIBE,2163,2022,Vatro,9.59,0.61,0.5,0.66,50 Reclamaciones
LILLY,SERNA,LILLY SERNA,2164,2022,InnovaTech,13.39,0.54,0.24,0.79,94 Reclamaciones
LAUREN,GAMEZ,LAUREN GAMEZ,2165,2022,JustVDB,14.91,0.64,0.35,0.68,12 Reclamaciones
ELSIE,NAVARRETE,ELSIE NAVARRETE,2166,2022,SmartNet,14.37,0.64,0.23,0.81,36 Reclamaciones
MARGOT,RICO,MARGOT RICO,2167,2022,InnovaTech,15.08,0.8,0.72,0.83,83 Reclamaciones
ADELYN,OLIVARES,ADELYN OLIVARES,2168,2022,CyberSafe,22.48,0.79,0.72,0.67,60 Reclamaciones
ZURI,GIL,ZURI GIL,2169,2022,JustVDB,20.36,0.64,0.87,0.83,20 Reclamaciones
BROOKE,PAZ,BROOKE PAZ,2170,2022,Vatro,27.86,0.69,0.41,0.99,48 Reclamaciones
LILAH,BACA,LILAH BACA,2171,2022,JustVDB,13.12,0.69,0.81,0.77,25 Reclamaciones
SELENA,BURGOS,SELENA BURGOS,2172,2022,JustVDB,13.61,0.68,0.39,0.89,53 Reclamaciones
MYA,CANALES,MYA CANALES,2173,2022,SmartNet,22.41,0.78,0.56,0.84,86 Reclamaciones
SYDNEY,ANAYA,SYDNEY ANAYA,2174,2022,JustVDB,24.98,0.59,0.85,0.82,11 Reclamaciones
DIANA,BARRAGAN,DIANA BARRAGAN,2175,2022,SmartNet,20.06,0.54,0.29,0.75,8 Reclamaciones
ANA,BARRON,ANA BARRON,2176,2022,CyberSafe,22.70,0.5,0.7,0.65,20 Reclamaciones
ALAYNA,MADRID,ALAYNA MADRID,2177,2022,SmartNet,22.56,0.5,0.28,0.72,35 Reclamaciones
NYLA,AREVALO,NYLA AREVALO,2178,2022,SmartNet,20.33,0.79,0.46,0.65,15 Reclamaciones
ELAINA,BENAVIDES,ELAINA BENAVIDES,2179,2022,Vatro,22.07,0.74,0.67,0.92,34 Reclamaciones
REBECCA,SOLANO,REBECCA SOLANO,2180,2022,Vatro,20.80,0.53,0.26,0.66,14 Reclamaciones
ANGELA,REYNOSO,ANGELA REYNOSO,2181,2022,Vatro,9.93,0.52,0.32,0.91,91 Reclamaciones
KALI,ROSA,KALI ROSA,2182,2022,SmartNet,9.25,0.53,0.87,0.94,81 Reclamaciones
ALIVIA,BUSTAMANTE,ALIVIA BUSTAMANTE,2183,2022,SmartNet,27.44,0.52,0.2,0.77,6 Reclamaciones
RAEGAN,ARAGON,RAEGAN ARAGON,2184,2022,CyberSafe,11.58,0.57,0.86,0.92,47 Reclamaciones
PHOEBE,MONTALVO,PHOEBE MONTALVO,2185,2022,Vatro,20.39,0.74,0.81,0.71,50 Reclamaciones
CAMILLA,ORNELAS,CAMILLA ORNELAS,2186,2022,SmartNet,12.24,0.66,0.49,0.67,43 Reclamaciones
JOANNA,CASILLAS,JOANNA CASILLAS,2187,2022,AIBoost,27.96,0.57,0.68,0.69,93 Reclamaciones
MALIA,TELLEZ,MALIA TELLEZ,2188,2022,SmartNet,10.36,0.55,0.24,0.91,77 Reclamaciones
VIVIENNE,QUINTANILLA,VIVIENNE QUINTANILLA,2189,2022,CloudConnect,25.60,0.57,0.27,0.72,40 Reclamaciones
BROOKLYNN,WILSON,BROOKLYNN WILSON,2190,2022,CyberSafe,21.36,0.58,0.21,0.66,38 Reclamaciones
EVANGELINE,ALEMAN,EVANGELINE ALEMAN,2191,2022,JustVDB,21.19,0.69,0.87,0.77,36 Reclamaciones
CAMILLE,OCAMPO,CAMILLE OCAMPO,2192,2022,JustVDB,23.74,0.73,0.49,0.84,70 Reclamaciones
JANE,PRADO,JANE PRADO,2193,2022,InnovaTech,21.10,0.64,0.27,0.86,13 Reclamaciones
NICOLE,PINA,NICOLE PINA,2194,2022,Vatro,11.22,0.51,0.44,0.81,90 Reclamaciones
CATHERINE,CARBAJAL,CATHERINE CARBAJAL,2195,2022,CloudConnect,23.33,0.8,0.86,0.86,78 Reclamaciones
JOCELYN,VALADEZ,JOCELYN VALADEZ,2196,2022,CyberSafe,10.42,0.73,0.2,0.8,31 Reclamaciones
JULIANNA,OJEDA,JULIANNA OJEDA,2197,2022,CyberSafe,9.03,0.59,0.77,0.92,75 Reclamaciones
LENA,GODINEZ,LENA GODINEZ,2198,2022,CloudConnect,11.56,0.79,0.62,0.69,45 Reclamaciones
LUCILLE,ARREOLA,LUCILLE ARREOLA,2199,2022,Vatro,24.83,0.6,0.72,0.98,35 Reclamaciones
MCKENNA,RODRIQUEZ,MCKENNA RODRIQUEZ,2200,2022,Vatro,10.43,0.73,0.31,0.81,98 Reclamaciones
PAIGE,CUELLAR,PAIGE CUELLAR,2201,2022,CyberSafe,10.01,0.56,0.38,0.75,6 Reclamaciones
ADELAIDE,AMADOR,ADELAIDE AMADOR,2202,2022,AIBoost,9.46,0.77,0.25,0.67,83 Reclamaciones
CHARLEE,FONSECA,CHARLEE FONSECA,2203,2022,SmartNet,13.66,0.56,0.54,0.71,13 Reclamaciones
MARIANA,PAGAN,MARIANA PAGAN,2204,2022,Vatro,20.63,0.75,0.28,0.78,78 Reclamaciones
MYLA,HIDALGO,MYLA HIDALGO,2205,2022,Vatro,20.91,0.61,0.87,0.91,4 Reclamaciones
MCKENZIE,SOTELO,MCKENZIE SOTELO,2206,2022,Vatro,23.47,0.76,0.78,0.88,29 Reclamaciones
TESSA,VENEGAS,TESSA VENEGAS,2207,2022,JustVDB,24.13,0.74,0.9,0.95,92 Reclamaciones
MIRIAM,ESCAMILLA,MIRIAM ESCAMILLA,2208,2022,InnovaTech,14.53,0.66,0.53,0.78,78 Reclamaciones
KAILANI,BETANCOURT,KAILANI BETANCOURT,2209,2022,Vatro,25.13,0.63,0.81,0.78,91 Reclamaciones
ALAYAH,ZARATE,ALAYAH ZARATE,2210,2022,CloudConnect,11.14,0.55,0.53,0.7,85 Reclamaciones
AMIRA,YBARRA,AMIRA YBARRA,2211,2022,JustVDB,12.33,0.59,0.42,0.87,51 Reclamaciones
ADALINE,PATINO,ADALINE PATINO,2212,2022,CloudConnect,20.02,0.64,0.29,0.75,11 Reclamaciones
MILANI,THOMAS,MILANI THOMAS,2213,2022,InnovaTech,13.61,0.56,0.34,1,60 Reclamaciones
ANNIE,ANDERSON,ANNIE ANDERSON,2214,2022,Vatro,8.02,0.68,0.83,0.89,95 Reclamaciones
LIA,LUJAN,LIA LUJAN,2215,2022,CloudConnect,14.65,0.59,0.9,0.98,46 Reclamaciones
ANGELINA,MARRERO,ANGELINA MARRERO,2216,2022,AIBoost,12.29,0.51,0.61,0.76,17 Reclamaciones
CALI,POLANCO,CALI POLANCO,2217,2022,CyberSafe,20.56,0.8,0.65,0.67,64 Reclamaciones
MAGGIE,ESCALANTE,MAGGIE ESCALANTE,2218,2022,InnovaTech,21.22,0.69,0.46,0.93,91 Reclamaciones
LEIA,OTERO,LEIA OTERO,2219,2022,SmartNet,23.59,0.78,0.85,0.72,64 Reclamaciones
FIONA,MARROQUIN,FIONA MARROQUIN,2220,2022,AIBoost,16.24,0.65,0.65,0.86,36 Reclamaciones
BRIELLA,ARTEAGA,BRIELLA ARTEAGA,2221,2022,CloudConnect,27.68,0.63,0.79,0.77,40 Reclamaciones
JOURNEY,TAYLOR,JOURNEY TAYLOR,2222,2022,CloudConnect,27.69,0.68,0.7,0.79,17 Reclamaciones
SAYLOR,OLIVAS,SAYLOR OLIVAS,2223,2022,SmartNet,12.62,0.61,0.25,0.96,39 Reclamaciones
JAYLA,VALDES,JAYLA VALDES,2224,2022,CloudConnect,9.39,0.65,0.79,0.97,25 Reclamaciones
KAIA,LINARES,KAIA LINARES,2225,2022,SmartNet,22.62,0.52,0.69,0.83,40 Reclamaciones
THEA,ARRIAGA,THEA ARRIAGA,2226,2022,InnovaTech,14.44,0.66,0.88,0.68,20 Reclamaciones
ADRIANA,RENDON,ADRIANA RENDON,2227,2022,Vatro,11.55,0.51,0.89,0.75,18 Reclamaciones
MARIAH,FELICIANO,MARIAH FELICIANO,2228,2022,InnovaTech,16.03,0.71,0.53,0.91,29 Reclamaciones
JULIET,CASAS,JULIET CASAS,2229,2022,SmartNet,26.68,0.7,0.63,0.88,18 Reclamaciones
OAKLYNN,SEPULVEDA,OAKLYNN SEPULVEDA,2230,2022,SmartNet,22.95,0.65,0.72,0.71,85 Reclamaciones
KIARA,SORIANO,KIARA SORIANO,2231,2022,CloudConnect,10.02,0.78,0.24,0.74,21 Reclamaciones
HAVEN,GALVEZ,HAVEN GALVEZ,2232,2022,JustVDB,8.86,0.78,0.61,0.93,46 Reclamaciones
ANIYAH,LEDESMA,ANIYAH LEDESMA,2233,2022,CloudConnect,23.63,0.72,0.76,0.76,59 Reclamaciones
DELANEY,BANUELOS,DELANEY BANUELOS,2234,2022,InnovaTech,21.76,0.51,0.25,0.65,85 Reclamaciones
GRACELYNN,BRITO,GRACELYNN BRITO,2235,2022,CyberSafe,13.09,0.69,0.7,0.86,45 Reclamaciones
KENDALL,JACKSON,KENDALL JACKSON,2236,2022,InnovaTech,21.19,0.63,0.45,0.87,42 Reclamaciones
WINTER,BARRIENTOS,WINTER BARRIENTOS,2237,2022,CloudConnect,14.30,0.8,0.89,0.89,1 Reclamaciones
LILITH,ZARAGOZA,LILITH ZARAGOZA,2238,2022,CloudConnect,13.31,0.56,0.37,0.98,38 Reclamaciones
AMIYAH,PRIETO,AMIYAH PRIETO,2239,2022,CloudConnect,12.95,0.72,0.89,0.89,31 Reclamaciones
EVIE,ARANDA,EVIE ARANDA,2240,2022,AIBoost,12.09,0.7,0.71,0.94,37 Reclamaciones
ALEXANDRIA,MONDRAGON,ALEXANDRIA MONDRAGON,2241,2022,SmartNet,21.86,0.56,0.89,0.76,2 Reclamaciones
GRACELYN,VALLEJO,GRACELYN VALLEJO,2242,2022,CyberSafe,27.11,0.6,0.44,0.72,97 Reclamaciones
GABRIELA,COVARRUBIAS,GABRIELA COVARRUBIAS,2243,2022,Vatro,13.65,0.72,0.68,0.69,33 Reclamaciones
HARLOW,NAJERA,HARLOW NAJERA,2244,2022,InnovaTech,24.82,0.55,0.38,0.71,77 Reclamaciones
MADILYN,MENA,MADILYN MENA,2245,2022,InnovaTech,21.81,0.71,0.38,0.68,1 Reclamaciones
MAKAYLA,CHAVARRIA,MAKAYLA CHAVARRIA,2246,2022,CyberSafe,23.63,0.8,0.67,0.9,93 Reclamaciones
EVELYNN,SAAVEDRA,EVELYNN SAAVEDRA,2247,2022,InnovaTech,21.72,0.7,0.73,0.88,33 Reclamaciones
GIA,PULIDO,GIA PULIDO,2248,2022,CyberSafe,19.68,0.56,0.6,0.96,17 Reclamaciones
NINA,MATOS,NINA MATOS,2249,2022,CyberSafe,22.55,0.66,0.26,0.89,87 Reclamaciones
AMINA,BARRAZA,AMINA BARRAZA,2250,2022,InnovaTech,19.69,0.6,0.45,0.78,59 Reclamaciones
GISELLE,ALARCON,GISELLE ALARCON,2251,2022,JustVDB,21.90,0.73,0.46,0.97,23 Reclamaciones
BRYNN,ARCE,BRYNN ARCE,2252,2022,AIBoost,21.37,0.68,0.85,0.75,55 Reclamaciones
BLAIR,JAIMES,BLAIR JAIMES,2253,2022,CloudConnect,22.66,0.71,0.74,0.82,30 Reclamaciones
MICHELLE,CEJA,MICHELLE CEJA,2254,2022,SmartNet,10.49,0.71,0.49,0.95,69 Reclamaciones
TALIA,MOORE,TALIA MOORE,2255,2022,Vatro,26.96,0.61,0.59,0.76,26 Reclamaciones
DEMI,ARGUETA,DEMI ARGUETA,2256,2022,CloudConnect,21.67,0.57,0.84,0.88,81 Reclamaciones
ALAYA,NEGRON,ALAYA NEGRON,2257,2022,SmartNet,24.55,0.61,0.32,0.77,38 Reclamaciones
KAYLANI,ORDONEZ,KAYLANI ORDONEZ,2258,2022,CyberSafe,19.06,0.61,0.61,0.65,21 Reclamaciones
IZABELLA,GAMBOA,IZABELLA GAMBOA,2259,2022,InnovaTech,24.32,0.56,0.22,0.71,12 Reclamaciones
FATIMA,CERDA,FATIMA CERDA,2260,2022,Vatro,22.41,0.72,0.87,0.74,82 Reclamaciones
MAKENZIE,THOMPSON,MAKENZIE THOMPSON,2261,2022,AIBoost,19.77,0.74,0.5,0.71,74 Reclamaciones
LILLIANA,VALENTIN,LILLIANA VALENTIN,2262,2022,InnovaTech,9.12,0.77,0.77,0.81,38 Reclamaciones
ARIELLE,SALCEDO,ARIELLE SALCEDO,2263,2022,SmartNet,25.14,0.68,0.75,0.98,36 Reclamaciones
PALMER,HEREDIA,PALMER HEREDIA,2264,2022,AIBoost,13.15,0.56,0.41,0.68,54 Reclamaciones
MELISSA,CORNEJO,MELISSA CORNEJO,2265,2022,CloudConnect,22.53,0.68,0.77,0.95,18 Reclamaciones
WILLA,ALCALA,WILLA ALCALA,2266,2022,CyberSafe,12.63,0.64,0.59,0.67,3 Reclamaciones
SAMARA,ALONZO,SAMARA ALONZO,2267,2022,InnovaTech,23.11,0.59,0.57,0.81,22 Reclamaciones
DESTINY,MOYA,DESTINY MOYA,2268,2022,AIBoost,13.63,0.55,0.58,0.85,32 Reclamaciones
DAHLIA,MIRELES,DAHLIA MIRELES,2269,2022,CloudConnect,11.41,0.57,0.45,0.85,94 Reclamaciones
CELESTE,SALDIVAR,CELESTE SALDIVAR,2270,2022,Vatro,10.22,0.59,0.54,0.93,62 Reclamaciones
AINSLEY,CAVAZOS,AINSLEY CAVAZOS,2271,2022,SmartNet,13.17,0.56,0.29,0.91,72 Reclamaciones
RYLIE,PIMENTEL,RYLIE PIMENTEL,2272,2022,CyberSafe,10.53,0.55,0.72,0.94,2 Reclamaciones
LAURA,LONGORIA,LAURA LONGORIA,2273,2022,JustVDB,13.96,0.72,0.82,0.81,96 Reclamaciones
ADELYNN,ANGUIANO,ADELYNN ANGUIANO,2274,2022,CyberSafe,23.68,0.68,0.32,1,75 Reclamaciones
GABRIELLE,WHITE,GABRIELLE WHITE,2275,2022,Vatro,24.77,0.67,0.54,0.95,18 Reclamaciones
WREN,NEVAREZ,WREN NEVAREZ,2276,2022,CloudConnect,27.14,0.78,0.32,0.78,21 Reclamaciones
BRINLEY,CRESPO,BRINLEY CRESPO,2277,2022,AIBoost,27.21,0.66,0.6,0.76,3 Reclamaciones
AMORA,ZAMBRANO,AMORA ZAMBRANO,2278,2022,AIBoost,24.64,0.5,0.29,0.67,7 Reclamaciones
LAINEY,BALDERAS,LAINEY BALDERAS,2279,2022,CloudConnect,20.82,0.8,0.48,1,40 Reclamaciones
COLLINS,CAZARES,COLLINS CAZARES,2280,2022,JustVDB,14.82,0.7,0.62,0.85,15 Reclamaciones
LEXI,RINCON,LEXI RINCON,2281,2022,Vatro,22.62,0.6,0.43,0.92,68 Reclamaciones
AITANA,ONTIVEROS,AITANA ONTIVEROS,2282,2022,SmartNet,12.75,0.64,0.48,0.76,94 Reclamaciones
ALESSANDRA,ESPINAL,ALESSANDRA ESPINAL,2283,2022,InnovaTech,10.90,0.51,0.29,0.71,54 Reclamaciones
KENZIE,ALANIZ,KENZIE ALANIZ,2284,2022,Vatro,21.23,0.64,0.24,0.94,76 Reclamaciones
RAELYN,TOLEDO,RAELYN TOLEDO,2285,2022,CloudConnect,22.19,0.51,0.36,0.79,29 Reclamaciones
ELLE,CORRAL,ELLE CORRAL,2286,2022,JustVDB,13.37,0.77,0.51,0.69,94 Reclamaciones
EVERLEE,TORREZ,EVERLEE TORREZ,2287,2022,SmartNet,28.85,0.63,0.56,0.79,59 Reclamaciones
HAISLEY,DELOSSANTOS,HAISLEY DELOSSANTOS,2288,2022,CyberSafe,13.41,0.58,0.54,0.76,62 Reclamaciones
HALLIE,ROBLEDO,HALLIE ROBLEDO,2289,2022,JustVDB,8.39,0.73,0.42,0.99,81 Reclamaciones
WYNTER,MONTANEZ,WYNTER MONTANEZ,2290,2022,CloudConnect,20.96,0.76,0.7,0.8,5 Reclamaciones
DALEYZA,BUSTOS,DALEYZA BUSTOS,2291,2022,AIBoost,12.20,0.7,0.23,0.67,90 Reclamaciones
GWENDOLYN,ADAME,GWENDOLYN ADAME,2292,2022,CyberSafe,18.60,0.56,0.89,0.91,58 Reclamaciones
PAISLEE,PALMA,PAISLEE PALMA,2293,2022,InnovaTech,11.84,0.58,0.69,0.74,14 Reclamaciones
ARIYAH,VALDIVIA,ARIYAH VALDIVIA,2294,2022,InnovaTech,13.76,0.7,0.6,0.75,32 Reclamaciones
VERONICA,ABREU,VERONICA ABREU,2295,2022,CloudConnect,9.19,0.7,0.44,0.79,36 Reclamaciones
HEIDI,HOLGUIN,HEIDI HOLGUIN,2296,2022,JustVDB,20.62,0.6,0.78,0.77,88 Reclamaciones
ANAYA,FRIAS,ANAYA FRIAS,2297,2022,JustVDB,8.51,0.65,0.58,0.92,55 Reclamaciones
CATALEYA,ACUNA,CATALEYA ACUNA,2298,2022,JustVDB,22.76,0.51,0.61,0.77,54 Reclamaciones
KIRA,VIDAL,KIRA VIDAL,2299,2022,SmartNet,27.47,0.57,0.86,0.69,66 Reclamaciones
AVIANNA,HENRIQUEZ,AVIANNA HENRIQUEZ,2300,2022,CyberSafe,23.84,0.79,0.57,0.71,47 Reclamaciones
FELICITY,MONTERO,FELICITY MONTERO,2301,2022,Vatro,12.93,0.56,0.83,0.84,74 Reclamaciones
AYLIN,CARRERA,AYLIN CARRERA,2302,2022,CloudConnect,24.38,0.69,0.49,0.71,31 Reclamaciones
MIRACLE,BUENO,MIRACLE BUENO,2303,2022,JustVDB,10.05,0.57,0.8,0.86,13 Reclamaciones
SABRINA,CEBALLOS,SABRINA CEBALLOS,2304,2022,CloudConnect,14.80,0.63,0.82,0.88,8 Reclamaciones
LANA,BATISTA,LANA BATISTA,2305,2022,CyberSafe,12.61,0.62,0.45,0.84,67 Reclamaciones
OPHELIA,DELGADILLO,OPHELIA DELGADILLO,2306,2022,CyberSafe,21.60,0.72,0.42,0.69,90 Reclamaciones
ELIANNA,ESPINO,ELIANNA ESPINO,2307,2022,CloudConnect,22.78,0.59,0.7,0.76,45 Reclamaciones
ROYALTY,CLARK,ROYALTY CLARK,2308,2022,SmartNet,24.05,0.63,0.29,0.92,69 Reclamaciones
MADELEINE,PANTOJA,MADELEINE PANTOJA,2309,2022,SmartNet,21.75,0.57,0.38,0.9,99 Reclamaciones
ESMERALDA,OLIVA,ESMERALDA OLIVA,2310,2022,Vatro,10.48,0.76,0.82,0.96,96 Reclamaciones
JOY,NEGRETE,JOY NEGRETE,2311,2022,InnovaTech,21.67,0.54,0.82,0.7,10 Reclamaciones
KALANI,NARANJO,KALANI NARANJO,2312,2022,InnovaTech,10.89,0.54,0.53,1,81 Reclamaciones
ESME,APONTE,ESME APONTE,2313,2022,AIBoost,14.28,0.75,0.24,0.95,34 Reclamaciones
JESSICA,ELIZONDO,JESSICA ELIZONDO,2314,2022,Vatro,26.96,0.61,0.76,0.67,86 Reclamaciones
ARIAH,CHAPA,ARIAH CHAPA,2315,2022,Vatro,24.71,0.74,0.35,0.87,53 Reclamaciones
MAKENNA,SOLORZANO,MAKENNA SOLORZANO,2316,2022,SmartNet,20.69,0.53,0.84,0.88,19 Reclamaciones
NYLAH,AQUINO,NYLAH AQUINO,2317,2022,JustVDB,27.25,0.75,0.26,0.79,99 Reclamaciones
VIVIANA,URBINA,VIVIANA URBINA,2318,2022,JustVDB,11.52,0.59,0.32,0.92,36 Reclamaciones
CAMRYN,HARRIS,CAMRYN HARRIS,2319,2022,CyberSafe,20.49,0.74,0.2,0.85,19 Reclamaciones
CASSIDY,GAYTAN,CASSIDY GAYTAN,2320,2022,AIBoost,26.09,0.76,0.62,0.98,34 Reclamaciones
DREAM,RESENDIZ,DREAM RESENDIZ,2321,2022,AIBoost,27.39,0.56,0.63,0.99,40 Reclamaciones
LUCIANA,ALMANZA,LUCIANA ALMANZA,2322,2022,CloudConnect,10.77,0.58,0.54,0.69,95 Reclamaciones
MAISIE,PUENTE,MAISIE PUENTE,2323,2022,InnovaTech,11.89,0.6,0.28,0.82,58 Reclamaciones
STEVIE,TAMAYO,STEVIE TAMAYO,2324,2022,CloudConnect,13.76,0.72,0.24,0.93,84 Reclamaciones
KATE,ROBINSON,KATE ROBINSON,2325,2022,CloudConnect,11.61,0.8,0.74,0.93,69 Reclamaciones
DANIELLA,LEWIS,DANIELLA LEWIS,2326,2022,CloudConnect,28.03,0.51,0.41,0.81,15 Reclamaciones
ALICIA,MONROY,ALICIA MONROY,2327,2022,InnovaTech,26.96,0.76,0.35,0.99,50 Reclamaciones
DAPHNE,TEJEDA,DAPHNE TEJEDA,2328,2022,Vatro,13.16,0.69,0.66,0.72,36 Reclamaciones
FRANCES,ARMENTA,FRANCES ARMENTA,2329,2022,SmartNet,21.73,0.63,0.86,0.71,18 Reclamaciones
CHARLI,TEJADA,CHARLI TEJADA,2330,2022,JustVDB,20.73,0.8,0.56,0.77,36 Reclamaciones
RAVEN,PERALES,RAVEN PERALES,2331,2022,InnovaTech,23.33,0.67,0.2,0.67,56 Reclamaciones
PARIS,FARIAS,PARIS FARIAS,2332,2022,CyberSafe,13.36,0.51,0.83,0.98,8 Reclamaciones
NAYELI,GIRON,NAYELI GIRON,2333,2022,SmartNet,13.45,0.57,0.55,0.66,16 Reclamaciones
SERENA,VILLASENOR,SERENA VILLASENOR,2334,2022,InnovaTech,13.54,0.77,0.84,0.9,22 Reclamaciones
HEAVEN,LIRA,HEAVEN LIRA,2335,2022,JustVDB,23.36,0.8,0.4,0.94,59 Reclamaciones
HELEN,COLLAZO,HELEN COLLAZO,2336,2022,JustVDB,9.80,0.71,0.49,0.72,69 Reclamaciones
HATTIE,NORIEGA,HATTIE NORIEGA,2337,2022,Vatro,21.35,0.73,0.73,0.77,77 Reclamaciones
AVERIE,LIMON,AVERIE LIMON,2338,2022,InnovaTech,21.91,0.7,0.82,0.94,30 Reclamaciones
MABEL,LEE,MABEL LEE,2339,2022,CloudConnect,8.28,0.68,0.73,0.86,68 Reclamaciones
SELAH,MOJICA,SELAH MOJICA,2340,2022,CloudConnect,27.46,0.63,0.3,0.74,73 Reclamaciones
ALLIE,SOLORIO,ALLIE SOLORIO,2341,2022,AIBoost,13.28,0.59,0.7,0.85,60 Reclamaciones
MARLEE,CENTENO,MARLEE CENTENO,2342,2022,AIBoost,25.26,0.59,0.62,0.87,41 Reclamaciones
KINLEY,ARAUJO,KINLEY ARAUJO,2343,2022,Vatro,13.83,0.55,0.75,0.96,50 Reclamaciones
REGINA,BANDA,REGINA BANDA,2344,2022,JustVDB,10.58,0.66,0.69,0.91,14 Reclamaciones
CARMEN,RODRIGUES,CARMEN RODRIGUES,2345,2022,Vatro,26.62,0.57,0.75,0.92,100 Reclamaciones
JENNIFER,MACHADO,JENNIFER MACHADO,2346,2022,AIBoost,25.38,0.7,0.84,0.74,50 Reclamaciones
ALISON,APARICIO,ALISON APARICIO,2347,2022,Vatro,9.21,0.51,0.22,0.98,87 Reclamaciones
STEPHANIE,SORIA,STEPHANIE SORIA,2348,2022,CyberSafe,23.84,0.6,0.39,0.74,7 Reclamaciones
MAREN,ANGEL,MAREN ANGEL,2349,2022,JustVDB,10.32,0.75,0.61,0.71,46 Reclamaciones
KAYLEIGH,GARAY,KAYLEIGH GARAY,2350,2022,CloudConnect,21.47,0.5,0.27,0.87,26 Reclamaciones
ANNALISE,WALKER,ANNALISE WALKER,2351,2022,CloudConnect,25.43,0.51,0.32,0.88,15 Reclamaciones
JACQUELINE,IRIZARRY,JACQUELINE IRIZARRY,2352,2022,SmartNet,14.26,0.52,0.22,1,42 Reclamaciones
BRAELYNN,LOERA,BRAELYNN LOERA,2353,2022,AIBoost,28.12,0.8,0.71,0.85,35 Reclamaciones
ROSEMARY,GUAJARDO,ROSEMARY GUAJARDO,2354,2022,CyberSafe,21.60,0.75,0.28,0.67,24 Reclamaciones
SCARLET,YOUNG,SCARLET YOUNG,2355,2022,SmartNet,27.87,0.69,0.39,0.86,28 Reclamaciones
AMANDA,JASSO,AMANDA JASSO,2356,2022,JustVDB,20.71,0.58,0.78,0.8,87 Reclamaciones
DANIELLE,VERGARA,DANIELLE VERGARA,2357,2022,SmartNet,12.33,0.51,0.5,0.83,19 Reclamaciones
EMELIA,ULLOA,EMELIA ULLOA,2358,2022,JustVDB,13.07,0.73,0.45,0.98,75 Reclamaciones
CAROLINA,JAIME,CAROLINA JAIME,2359,2022,JustVDB,11.95,0.66,0.44,0.8,35 Reclamaciones
ASTRID,ALCANTAR,ASTRID ALCANTAR,2360,2022,InnovaTech,21.13,0.6,0.44,0.66,17 Reclamaciones
KENSLEY,ELIAS,KENSLEY ELIAS,2361,2022,AIBoost,22.29,0.66,0.25,0.83,41 Reclamaciones
MACI,GARIBAY,MACI GARIBAY,2362,2022,CloudConnect,8.73,0.57,0.88,0.7,55 Reclamaciones
CELINE,MARES,CELINE MARES,2363,2022,CyberSafe,23.97,0.75,0.41,0.8,78 Reclamaciones
