Nombre_Empleado,Apellido_Empleado,Nombre_Completo,Genero,Cargo,Nivel cargo,Edad ,Ubicacion,Modalidad, Salario , Estado Civil , Telefono , Contrato Indefinido 
LUCIAN,TORRES,LUCIAN TORRES,M,Desarrollador de software II,Semi,25,"Zurich, Suiza",Presencial,"$19,000",S,9807054,Si
MARCELO,NGUYEN,MARCELO NGUYEN,M,Desarrollador de software II,Semi,25,"Ginebra, Suiza",Hibrido,"$18,000",C,8740671,No
AARAV,HILL,AARAV HILL,M,Ingeniero de software I,Semi,29,"Lyon, Francia",Teletrabajo,"$18,000",S,9284626,Si
LEANDRO,FLORES,LEANDRO FLORES,M,Analista de Software,Semi,34,"Basilea, Suiza",Teletrabajo,"$19,000",S,9803578,Si
CLAY,GREEN,CLAY GREEN,M,Desarrollador de software I,Semi,28,"Touluse, Francia",Teletrabajo,"$19,000",C,8985634,No
KOHEN,ADAMS,KOHEN ADAMS,M,Analista de Software,Semi,35,"Zurich, Suiza",Teletrabajo,"$17,000",C,9243644,No
DENNIS,NELSON,DENNIS NELSON,M,Ingeniero de software II,Semi,30,"Basilea, Suiza",Teletrabajo,"$16,000",S,8731988,Si
SAMIR,BAKER,SAMIR BAKER,M,Desarrollador de software II,Semi,26,"Touluse, Francia",Hibrido,"$19,000",S,9746851,Si
ERMIAS,HALL,ERMIAS HALL,M,Especialista de Software,Semi,28,"Basilea, Suiza",Presencial,"$18,000",S,8854238,Si
OTIS,RIVERA,OTIS RIVERA,M,Desarrollador de software II,Semi,31,"Madrid, España",Presencial,"$15,000",S,9552697,Si
EMIR,CAMPBELL,EMIR CAMPBELL,M,Ingeniero de software I,Semi,26,"Basilea, Suiza",Presencial,"$19,000",O,9082398,Si
NIXON,MITCHELL,NIXON MITCHELL,M,Ingeniero de software I,Semi,31,"Zurich, Suiza",Presencial,"$20,000",O,8754809,Si
TY,CARTER,TY CARTER,M,Especialista de Software,Semi,29,"Touluse, Francia",Teletrabajo,"$18,000",C,9809043,Si
SAM,ROBERTS,SAM ROBERTS,M,Desarrollador de software I,Semi,28,"Ginebra, Suiza",Hibrido,"$19,000",C,9384193,Si
FLETCHER,GOMEZ,FLETCHER GOMEZ,M,Ingeniero de software II,Semi,35,"Basilea, Suiza",Teletrabajo,"$19,000",S,9654638,No
WILSON,PHILLIPS,WILSON PHILLIPS,M,Ingeniero de software I,Semi,35,"Lyon, Francia",Presencial,"$16,000",C,9189986,No
DUSTIN,EVANS,DUSTIN EVANS,M,Ingeniero de software I,Semi,33,"Touluse, Francia",Presencial,"$16,000",C,9809986,Si
HAMZA,TURNER,HAMZA TURNER,M,Analista de Software,Semi,34,"Lyon, Francia",Presencial,"$15,000",O,8999030,Si
BRYANT,DIAZ,BRYANT DIAZ,M,Analista de Software,Semi,35,"Ginebra, Suiza",Hibrido,"$19,000",S,9201484,Si
FLYNN,PARKER,FLYNN PARKER,M,Desarrollador de software II,Semi,35,"Zurich, Suiza",Teletrabajo,"$20,000",O,8968181,No
LIONEL,CRUZ,LIONEL CRUZ,M,Ingeniero de software II,Semi,33,"Touluse, Francia",Teletrabajo,"$20,000",O,9121857,Si
MOHAMMAD,EDWARDS,MOHAMMAD EDWARDS,M,Especialista de Software,Semi,34,"Ginebra, Suiza",Presencial,"$20,000",S,9665447,Si
CASON,COLLINS,CASON COLLINS,M,Desarrollador de software II,Semi,32,"Touluse, Francia",Hibrido,"$16,000",C,9140963,Si
JAMIR,REYES,JAMIR REYES,M,Ingeniero de software II,Semi,27,"Madrid, España",Presencial,"$18,000",C,9631767,No
ADEN,STEWART,ADEN STEWART,M,Ingeniero de software II,Semi,33,"Ginebra, Suiza",Teletrabajo,"$18,000",C,9138595,Si
DAKARI,MORRIS,DAKARI MORRIS,M,Especialista de Software,Semi,35,"Madrid, España",Presencial,"$19,000",C,8718459,Si
DILLON,MORALES,DILLON MORALES,M,Ingeniero de software II,Semi,25,"Ginebra, Suiza",Hibrido,"$16,000",C,9105383,Si
ZAID,MURPHY,ZAID MURPHY,M,Desarrollador de software I,Semi,32,"Madrid, España",Teletrabajo,"$18,000",S,9328812,No
ALDEN,COOK,ALDEN COOK,M,Desarrollador de software II,Semi,35,"Lyon, Francia",Teletrabajo,"$18,000",S,9212779,Si
NELSON,ROGERS,NELSON ROGERS,M,Ingeniero de software II,Semi,34,"Ginebra, Suiza",Presencial,"$16,000",O,8727818,Si
DEVON,GUTIERREZ,DEVON GUTIERREZ,M,Ingeniero de software I,Semi,29,"Zurich, Suiza",Presencial,"$20,000",S,9859636,No
TITAN,ORTIZ,TITAN ORTIZ,M,Ingeniero de software II,Semi,29,"Madrid, España",Presencial,"$17,000",S,8708853,No
CHRIS,MORGAN,CHRIS MORGAN,M,Ingeniero de software II,Semi,26,"Zurich, Suiza",Presencial,"$15,000",S,8779249,Si
KHARI,COOPER,KHARI COOPER,M,Analista de Software,Semi,28,"Ginebra, Suiza",Presencial,"$17,000",S,9747243,No
ZEKE,PETERSON,ZEKE PETERSON,M,Desarrollador de software II,Semi,32,"Zurich, Suiza",Presencial,"$20,000",C,8809953,Si
NOE,BAILEY,NOE BAILEY,M,Desarrollador de software II,Semi,30,"Zurich, Suiza",Hibrido,"$16,000",C,9014500,Si
ALBERTO,REED,ALBERTO REED,M,Analista de Software,Semi,27,"Zurich, Suiza",Teletrabajo,"$16,000",S,9513805,Si
ROGER,KELLY,ROGER KELLY,M,Especialista de Software,Semi,33,"Lyon, Francia",Hibrido,"$19,000",C,8797756,Si
BROCK,HOWARD,BROCK HOWARD,M,Especialista de Software,Semi,26,"Basilea, Suiza",Teletrabajo,"$19,000",S,8955118,Si
REX,RAMOS,REX RAMOS,M,Especialista de Software,Semi,27,"Touluse, Francia",Presencial,"$16,000",O,8753127,No
QUINTON,KIM,QUINTON KIM,M,Ingeniero de software I,Semi,27,"Touluse, Francia",Teletrabajo,"$19,000",O,8766013,Si
ALVIN,COX,ALVIN COX,M,Ingeniero de software II,Semi,33,"Basilea, Suiza",Hibrido,"$18,000",O,9295540,No
CULLEN,WARD,CULLEN WARD,M,Analista de Software,Semi,25,"Madrid, España",Hibrido,"$20,000",C,8886958,No
HARLAN,RICHARDSON,HARLAN RICHARDSON,M,Ingeniero de software II,Semi,30,"Zurich, Suiza",Presencial,"$20,000",S,9831445,Si
KELLAN,WATSON,KELLAN WATSON,M,Especialista de Software,Semi,35,"Zurich, Suiza",Presencial,"$17,000",C,9009503,No
MARCEL,BROOKS,MARCEL BROOKS,M,Desarrollador de software I,Semi,30,"Touluse, Francia",Teletrabajo,"$20,000",S,9736260,No
KEATON,CHAVEZ,KEATON CHAVEZ,M,Ingeniero de software II,Semi,28,"Touluse, Francia",Hibrido,"$17,000",S,8743086,No
RICKY,WOOD,RICKY WOOD,M,Ingeniero de software I,Semi,31,"Touluse, Francia",Teletrabajo,"$15,000",S,9218546,Si
TREY,JAMES,TREY JAMES,M,Desarrollador de software I,Semi,26,"Zurich, Suiza",Hibrido,"$15,000",S,9238825,Si
LANGSTON,BENNET,LANGSTON BENNET,M,Analista de Software,Semi,35,"Basilea, Suiza",Hibrido,"$15,000",O,9307697,No
MILLER,GRAY,MILLER GRAY,M,Analista de Software,Semi,27,"Basilea, Suiza",Hibrido,"$16,000",O,8682896,Si
CHAIM,MENDOZA,CHAIM MENDOZA,M,Especialista de Software,Semi,31,"Lyon, Francia",Hibrido,"$15,000",S,8911456,Si
SALVADOR,RUIZ,SALVADOR RUIZ,M,Ingeniero de software I,Semi,25,"Zurich, Suiza",Hibrido,"$17,000",S,9585573,Si
AMIAS,HUGHES,AMIAS HUGHES,M,Ingeniero de software II,Semi,27,"Ginebra, Suiza",Presencial,"$15,000",O,8868530,No
TADEO,PRICE,TADEO PRICE,M,Desarrollador de software II,Semi,31,"Touluse, Francia",Teletrabajo,"$18,000",C,9596638,Si
CURTIS,ALVAREZ,CURTIS ALVAREZ,M,Ingeniero de software I,Semi,28,"Lyon, Francia",Presencial,"$19,000",O,8819970,No
LACHLAN,CASTILLO,LACHLAN CASTILLO,M,Ingeniero de software II,Semi,28,"Touluse, Francia",Hibrido,"$15,000",S,8919262,Si
AMOS,SANDERS,AMOS SANDERS,M,Ingeniero de software II,Semi,26,"Touluse, Francia",Teletrabajo,"$17,000",S,9506354,Si
ANAKIN,PATEL,ANAKIN PATEL,M,Ingeniero de software II,Semi,34,"Zurich, Suiza",Teletrabajo,"$18,000",C,9109941,Si
KREW,MYERS,KREW MYERS,M,Desarrollador de software II,Semi,32,"Lyon, Francia",Teletrabajo,"$15,000",S,9852735,No
TOMAS,LONG,TOMAS LONG,M,Analista de Software,Semi,26,"Zurich, Suiza",Teletrabajo,"$19,000",C,9539500,Si
JEFFERSON,ROSS,JEFFERSON ROSS,M,Ingeniero de software II,Semi,32,"Ginebra, Suiza",Teletrabajo,"$16,000",O,9616304,No
YOSEF,FOSTER,YOSEF FOSTER,M,Especialista de Software,Semi,30,"Lyon, Francia",Hibrido,"$15,000",C,9582492,Si
BRUNO,JIMENEZ,BRUNO JIMENEZ,M,Ingeniero de software II,Semi,32,"Lyon, Francia",Presencial,"$20,000",C,8883480,No
KORBIN,SMITH,KORBIN SMITH,M,Desarrollador de software II,Semi,31,"Ginebra, Suiza",Presencial,"$15,000",S,8861640,No
AUGUSTINE,JOHNSON,AUGUSTINE JOHNSON,M,Analista de Software,Semi,34,"Zurich, Suiza",Presencial,"$18,000",O,9451101,Si
CAYSON,WILLIAMS,CAYSON WILLIAMS,M,Analista de Software,Semi,30,"Ginebra, Suiza",Presencial,"$19,000",S,9125721,No
MATHEW,BROWN,MATHEW BROWN,M,Ingeniero de software I,Semi,31,"Zurich, Suiza",Teletrabajo,"$16,000",C,9218806,Si
VIHAAN,JONES,VIHAAN JONES,M,Ingeniero de software II,Semi,30,"Ginebra, Suiza",Hibrido,"$17,000",O,9588721,No
CLYDE,GARCIA,CLYDE GARCIA,M,Especialista de Software,Semi,26,"Ginebra, Suiza",Teletrabajo,"$17,000",O,9394200,Si
BRENDAN,MILLER,BRENDAN MILLER,M,Ingeniero de software I,Semi,33,"Madrid, España",Presencial,"$15,000",C,9063471,Si
JAGGER,DAVIS,JAGGER DAVIS,M,Desarrollador de software II,Semi,27,"Touluse, Francia",Presencial,"$17,000",S,9014341,Si
CARMELO,RODRIGUEZ,CARMELO RODRIGUEZ,M,Analista de Software,Semi,26,"Zurich, Suiza",Presencial,"$20,000",C,9837566,Si
HARRY,MARTINEZ,HARRY MARTINEZ,M,Analista de Software,Semi,30,"Basilea, Suiza",Hibrido,"$16,000",O,9733641,Si
NATHANAEL,HERNANDEZ,NATHANAEL HERNANDEZ,M,Ingeniero de software II,Semi,28,"Zurich, Suiza",Teletrabajo,"$17,000",O,9718988,No
MITCHELL,LOPEZ,MITCHELL LOPEZ,M,Especialista de Software,Semi,25,"Lyon, Francia",Teletrabajo,"$20,000",C,9389990,No
DARREN,GONZALES,DARREN GONZALES,M,Desarrollador de software II,Semi,35,"Lyon, Francia",Presencial,"$17,000",S,9168324,No
RAY,WILSON,RAY WILSON,M,Desarrollador de software II,Semi,34,"Basilea, Suiza",Hibrido,"$18,000",C,8970812,No
JEDIDIAH,ANDERSON,JEDIDIAH ANDERSON,M,Ingeniero de software II,Semi,35,"Lyon, Francia",Presencial,"$15,000",O,9629948,Si
JIMMY,THOMAS,JIMMY THOMAS,M,Ingeniero de software II,Semi,32,"Zurich, Suiza",Teletrabajo,"$18,000",C,8856115,No
LOCHLAN,TAYLOR,LOCHLAN TAYLOR,M,Desarrollador de software II,Semi,35,"Touluse, Francia",Presencial,"$18,000",O,9676458,Si
EDDIE,MOORE,EDDIE MOORE,M,Desarrollador de software II,Semi,33,"Touluse, Francia",Hibrido,"$20,000",S,8891954,Si
RAYDEN,JACKSON,RAYDEN JACKSON,M,Ingeniero de software II,Semi,32,"Basilea, Suiza",Teletrabajo,"$15,000",S,9009005,No
STANLEY,MARTIN,STANLEY MARTIN,M,Analista de Software,Semi,28,"Basilea, Suiza",Teletrabajo,"$20,000",C,9448983,No
JOE,LEE,JOE LEE,M,Analista de Software,Semi,31,"Ginebra, Suiza",Presencial,"$17,000",C,9070396,Si
HOUSTON,PEREZ,HOUSTON PEREZ,M,Ingeniero de software I,Semi,35,"Touluse, Francia",Presencial,"$16,000",C,8720094,Si
DOUGLAS,THOMPSON,DOUGLAS THOMPSON,M,Desarrollador de software II,Semi,25,"Lyon, Francia",Presencial,"$17,000",S,8767404,No
VINCENZO,WHITE,VINCENZO WHITE,M,Especialista de Software,Semi,27,"Zurich, Suiza",Presencial,"$17,000",O,9707854,Si
CASEN,HARRIS,CASEN HARRIS,M,Desarrollador de software II,Semi,27,"Lyon, Francia",Presencial,"$19,000",O,8794104,No
JOZIAH,SANCHEZ,JOZIAH SANCHEZ,M,Ingeniero de software I,Semi,31,"Madrid, España",Presencial,"$16,000",C,9511670,No
MARCELLUS,CLARK,MARCELLUS CLARK,M,Desarrollador de software I,Semi,35,"Ginebra, Suiza",Hibrido,"$18,000",O,9186906,No
ATREUS,RAMIREZ,ATREUS RAMIREZ,M,Desarrollador de software I,Semi,29,"Touluse, Francia",Teletrabajo,"$18,000",C,9257697,No
ARON,LEWIS,ARON LEWIS,M,Especialista de Software,Semi,27,"Madrid, España",Hibrido,"$20,000",S,9060405,No
HUGH,ROBINSON,HUGH ROBINSON,M,Ingeniero de software II,Semi,29,"Touluse, Francia",Teletrabajo,"$19,000",O,8709054,Si
MUSA,WALKER,MUSA WALKER,M,Analista de Software,Semi,33,"Ginebra, Suiza",Presencial,"$20,000",O,9513795,No
TOMMY,YOUNG,TOMMY YOUNG,M,Especialista de Software,Semi,28,"Lyon, Francia",Teletrabajo,"$20,000",C,9166930,Si
ALFREDO,ALLEN,ALFREDO ALLEN,M,Desarrollador de software II,Semi,27,"Touluse, Francia",Hibrido,"$17,000",O,9079764,Si
JUNIOR,KING,JUNIOR KING,M,Desarrollador de software II,Semi,35,"Basilea, Suiza",Hibrido,"$20,000",S,8709982,Si
NEIL,WRIGHT,NEIL WRIGHT,M,Desarrollador de software II,Semi,28,"Touluse, Francia",Presencial,"$18,000",S,9590668,No
WESTLEY,SCOTT,WESTLEY SCOTT,M,Desarrollador de software II,Semi,34,"Lyon, Francia",Presencial,"$19,000",O,8710471,No
BANKS,TORRES,BANKS TORRES,M,Desarrollador de software II,Semi,26,"Madrid, España",Teletrabajo,"$20,000",S,8956442,Si
ELIEL,NGUYEN,ELIEL NGUYEN,M,Desarrollador de software I,Semi,33,"Basilea, Suiza",Hibrido,"$20,000",S,9073427,No
MELVIN,HILL,MELVIN HILL,M,Desarrollador de software I,Semi,28,"Madrid, España",Teletrabajo,"$20,000",S,9181531,No
MAXIMO,FLORES,MAXIMO FLORES,M,Ingeniero de software II,Semi,29,"Touluse, Francia",Hibrido,"$15,000",S,9616299,No
COLTEN,GREEN,COLTEN GREEN,M,Analista de Software,Semi,26,"Touluse, Francia",Hibrido,"$15,000",C,9493500,No
LANCE,ADAMS,LANCE ADAMS,M,Analista de Software,Semi,30,"Ginebra, Suiza",Hibrido,"$17,000",S,9435904,Si
TRACE,NELSON,TRACE NELSON,M,Desarrollador de software II,Semi,34,"Ginebra, Suiza",Hibrido,"$17,000",S,9773408,Si
AXL,BAKER,AXL BAKER,M,Especialista de Software,Semi,30,"Madrid, España",Hibrido,"$18,000",C,9096246,No
RAMON,HALL,RAMON HALL,M,Desarrollador de software I,Semi,34,"Zurich, Suiza",Presencial,"$20,000",S,9582676,Si
VICENTE,RIVERA,VICENTE RIVERA,M,Analista de Software,Semi,34,"Touluse, Francia",Teletrabajo,"$19,000",S,9210774,No
BRENNAN,CAMPBELL,BRENNAN CAMPBELL,M,Especialista de Software,Semi,32,"Lyon, Francia",Presencial,"$19,000",O,9598850,Si
CASPIAN,MITCHELL,CASPIAN MITCHELL,M,Ingeniero de software I,Semi,25,"Basilea, Suiza",Hibrido,"$18,000",C,9602441,Si
DEANDRE,CARTER,DEANDRE CARTER,M,Ingeniero de software I,Semi,28,"Zurich, Suiza",Teletrabajo,"$20,000",S,9857289,No
LEE,ROBERTS,LEE ROBERTS,M,Desarrollador de software I,Semi,32,"Touluse, Francia",Teletrabajo,"$19,000",C,9726522,Si
VALENTIN,GOMEZ,VALENTIN GOMEZ,M,Ingeniero de software I,Semi,33,"Basilea, Suiza",Teletrabajo,"$16,000",S,9542494,Si
BEN,PHILLIPS,BEN PHILLIPS,M,Ingeniero de software I,Semi,34,"Lyon, Francia",Teletrabajo,"$20,000",O,9659351,No
LOUIE,EVANS,LOUIE EVANS,M,Especialista de Software,Semi,35,"Madrid, España",Teletrabajo,"$16,000",C,8943793,Si
WESTIN,TURNER,WESTIN TURNER,M,Desarrollador de software I,Semi,34,"Ginebra, Suiza",Hibrido,"$15,000",S,8874033,Si
WAYNE,DIAZ,WAYNE DIAZ,M,Ingeniero de software I,Semi,30,"Madrid, España",Presencial,"$18,000",C,9708533,No
BENICIO,PARKER,BENICIO PARKER,M,Desarrollador de software II,Semi,27,"Basilea, Suiza",Presencial,"$18,000",S,9693211,No
GREY,CRUZ,GREY CRUZ,M,Desarrollador de software I,Semi,31,"Ginebra, Suiza",Presencial,"$15,000",C,9801405,No
ZAYD,EDWARDS,ZAYD EDWARDS,M,Especialista de Software,Semi,29,"Basilea, Suiza",Presencial,"$17,000",O,9073236,No
GATLIN,COLLINS,GATLIN COLLINS,M,Especialista de Software,Semi,28,"Touluse, Francia",Teletrabajo,"$15,000",C,9808266,Si
MEKHI,REYES,MEKHI REYES,M,Especialista de Software,Semi,28,"Madrid, España",Hibrido,"$20,000",S,9705697,Si
ORLANDO,STEWART,ORLANDO STEWART,M,Especialista de Software,Semi,34,"Ginebra, Suiza",Teletrabajo,"$18,000",C,9689147,Si
BJORN,MORRIS,BJORN MORRIS,M,Especialista de Software,Semi,31,"Zurich, Suiza",Presencial,"$15,000",S,8984230,Si
ALONSO,MORALES,ALONSO MORALES,M,Analista de Software,Semi,29,"Zurich, Suiza",Presencial,"$18,000",C,9473730,No
RIO,MURPHY,RIO MURPHY,M,Especialista de Software,Semi,34,"Madrid, España",Presencial,"$20,000",O,8766465,Si
ALDO,COOK,ALDO COOK,M,Desarrollador de software I,Semi,31,"Madrid, España",Hibrido,"$16,000",C,9729898,Si
BYRON,ROGERS,BYRON ROGERS,M,Desarrollador de software II,Semi,33,"Touluse, Francia",Teletrabajo,"$17,000",S,9719147,Si
ELISEO,GUTIERREZ,ELISEO GUTIERREZ,M,Especialista de Software,Semi,34,"Touluse, Francia",Teletrabajo,"$16,000",C,9003051,Si
ERNESTO,ORTIZ,ERNESTO ORTIZ,M,Analista de Software,Semi,27,"Madrid, España",Presencial,"$17,000",S,9758400,No
TALON,MORGAN,TALON MORGAN,M,Ingeniero de software II,Semi,30,"Touluse, Francia",Hibrido,"$19,000",C,8781157,Si
THADDEUS,COOPER,THADDEUS COOPER,M,Especialista de Software,Semi,32,"Madrid, España",Presencial,"$15,000",S,9217816,Si
BRECKEN,PETERSON,BRECKEN PETERSON,M,Desarrollador de software I,Semi,32,"Basilea, Suiza",Teletrabajo,"$18,000",C,9673296,Si
KACE,BAILEY,KACE BAILEY,M,Desarrollador de software I,Semi,28,"Touluse, Francia",Presencial,"$17,000",S,9439441,No
KELLEN,REED,KELLEN REED,M,Especialista de Software,Semi,25,"Lyon, Francia",Hibrido,"$20,000",C,9287097,Si
ENOCH,KELLY,ENOCH KELLY,M,Analista de Software,Semi,32,"Ginebra, Suiza",Teletrabajo,"$20,000",O,8934314,Si
KIAAN,HOWARD,KIAAN HOWARD,M,Ingeniero de software II,Semi,30,"Lyon, Francia",Teletrabajo,"$16,000",O,9010118,Si
LIAN,RAMOS,LIAN RAMOS,M,Ingeniero de software I,Semi,35,"Basilea, Suiza",Presencial,"$15,000",S,9630231,No
CREED,KIM,CREED KIM,M,Desarrollador de software II,Semi,29,"Lyon, Francia",Presencial,"$16,000",C,9468678,No
ROHAN,COX,ROHAN COX,M,Analista de Software,Semi,30,"Lyon, Francia",Presencial,"$18,000",O,9412083,Si
CALLAHAN,WARD,CALLAHAN WARD,M,Desarrollador de software II,Semi,30,"Madrid, España",Presencial,"$20,000",S,9758798,No
JAXXON,RICHARDSON,JAXXON RICHARDSON,M,Ingeniero de software II,Semi,32,"Madrid, España",Presencial,"$19,000",S,9440961,Si
OCEAN,WATSON,OCEAN WATSON,M,Especialista de Software,Semi,33,"Touluse, Francia",Presencial,"$19,000",C,9492420,No
CROSBY,BROOKS,CROSBY BROOKS,M,Ingeniero de software II,Semi,33,"Basilea, Suiza",Hibrido,"$19,000",O,9342121,No
DASH,CHAVEZ,DASH CHAVEZ,M,Desarrollador de software I,Semi,34,"Ginebra, Suiza",Teletrabajo,"$18,000",C,8878522,No
GARY,WOOD,GARY WOOD,M,Ingeniero de software I,Semi,29,"Ginebra, Suiza",Hibrido,"$19,000",S,9365607,No
MYLO,JAMES,MYLO JAMES,M,Desarrollador de software I,Semi,31,"Madrid, España",Teletrabajo,"$15,000",S,8863318,No
IRA,BENNET,IRA BENNET,M,Ingeniero de software II,Semi,29,"Lyon, Francia",Presencial,"$20,000",O,8922306,Si
MAGNUS,GRAY,MAGNUS GRAY,M,Ingeniero de software I,Semi,34,"Ginebra, Suiza",Teletrabajo,"$18,000",O,9335696,No
ABDULLAH,MENDOZA,ABDULLAH MENDOZA,M,Analista de Software,Semi,33,"Touluse, Francia",Hibrido,"$17,000",O,9107402,Si
KYE,RUIZ,KYE RUIZ,M,Especialista de Software,Semi,32,"Ginebra, Suiza",Hibrido,"$20,000",C,9627637,No
TRU,HUGHES,TRU HUGHES,M,Ingeniero de software I,Semi,27,"Lyon, Francia",Presencial,"$18,000",O,9630415,No
FOREST,PRICE,FOREST PRICE,M,Desarrollador de software I,Semi,34,"Ginebra, Suiza",Presencial,"$18,000",O,9378612,Si
JON,ALVAREZ,JON ALVAREZ,M,Ingeniero de software II,Semi,32,"Touluse, Francia",Teletrabajo,"$15,000",O,9391463,No
MISAEL,CASTILLO,MISAEL CASTILLO,M,Ingeniero de software I,Semi,33,"Touluse, Francia",Hibrido,"$20,000",O,9586031,Si
MADDEN,SANDERS,MADDEN SANDERS,M,Especialista de Software,Semi,29,"Ginebra, Suiza",Teletrabajo,"$16,000",C,9466262,Si
BRADEN,PATEL,BRADEN PATEL,M,Analista de Software,Semi,25,"Touluse, Francia",Hibrido,"$15,000",S,9202658,No
CARL,MYERS,CARL MYERS,M,Ingeniero de software I,Semi,29,"Lyon, Francia",Hibrido,"$15,000",S,8703334,Si
HASSAN,LONG,HASSAN LONG,M,Ingeniero de software II,Semi,29,"Zurich, Suiza",Hibrido,"$20,000",S,9783527,No
KRISTIAN,ROSS,KRISTIAN ROSS,M,Especialista de Software,Semi,32,"Zurich, Suiza",Hibrido,"$17,000",O,9172115,No
ALARIC,FOSTER,ALARIC FOSTER,M,Desarrollador de software II,Semi,27,"Zurich, Suiza",Hibrido,"$19,000",S,9586736,Si
AMBROSE,JIMENEZ,AMBROSE JIMENEZ,M,Especialista de Software,Semi,25,"Lyon, Francia",Presencial,"$19,000",C,9418325,No
DARIO,GARCIA,DARIO GARCIA,M,Desarrollador de software II,Semi,29,"Lyon, Francia",Teletrabajo,"$16,000",S,8975232,No
ALLAN,RODRIGUEZ,ALLAN RODRIGUEZ,M,Especialista de Software,Semi,35,"Lyon, Francia",Presencial,"$19,000",C,9436923,No
BODE,HERNANDEZ,BODE HERNANDEZ,M,Ingeniero de software I,Semi,30,"Ginebra, Suiza",Hibrido,"$19,000",S,8903317,No
BODEN,MARTINEZ,BODEN MARTINEZ,M,Desarrollador de software I,Semi,31,"Madrid, España",Teletrabajo,"$15,000",O,9149131,Si
JUELZ,LOPEZ,JUELZ LOPEZ,M,Analista de Software,Semi,26,"Madrid, España",Teletrabajo,"$18,000",C,9685360,No
KRISTOPHER,GONZALEZ,KRISTOPHER GONZALEZ,M,Ingeniero de software I,Semi,28,"Lyon, Francia",Teletrabajo,"$15,000",S,8884923,Si
IDRIS,PEREZ,IDRIS PEREZ,M,Ingeniero de software I,Semi,30,"Basilea, Suiza",Teletrabajo,"$20,000",C,9010718,No
AMEER,SANCHEZ,AMEER SANCHEZ,M,Ingeniero de software II,Semi,30,"Ginebra, Suiza",Teletrabajo,"$20,000",C,9291140,Si
ANDERS,RAMIREZ,ANDERS RAMIREZ,M,Especialista de Software,Semi,29,"Touluse, Francia",Hibrido,"$17,000",O,9775945,Si
DARIAN,TORRES,DARIAN TORRES,M,Desarrollador de software II,Semi,30,"Madrid, España",Presencial,"$20,000",O,9022205,Si
KASE,FLORES,KASE FLORES,M,Especialista de Software,Semi,27,"Lyon, Francia",Presencial,"$15,000",S,9692124,Si
ARYAN,RIVERA,ARYAN RIVERA,M,Especialista de Software,Semi,35,"Touluse, Francia",Presencial,"$19,000",C,9319899,Si
DANE,GOMEZ,DANE GOMEZ,M,Desarrollador de software II,Semi,31,"Lyon, Francia",Presencial,"$16,000",C,9480107,No
GUILLERMO,DIAZ,GUILLERMO DIAZ,M,Ingeniero de software I,Semi,25,"Touluse, Francia",Teletrabajo,"$19,000",S,9088028,No
JAKOBE,CRUZ,JAKOBE CRUZ,M,Especialista de Software,Semi,27,"Madrid, España",Hibrido,"$16,000",O,9594379,Si
THATCHER,MORALES,THATCHER MORALES,M,Analista de Software,Semi,31,"Touluse, Francia",Teletrabajo,"$18,000",O,8866297,Si
EUGENE,REYES,EUGENE REYES,M,Ingeniero de software II,Semi,25,"Zurich, Suiza",Presencial,"$17,000",C,8947998,No
ISHAAN,GUTIERREZ,ISHAAN GUTIERREZ,M,Ingeniero de software II,Semi,31,"Lyon, Francia",Presencial,"$20,000",C,9601934,No
LARRY,ORTIZ,LARRY ORTIZ,M,Desarrollador de software II,Semi,30,"Ginebra, Suiza",Presencial,"$16,000",S,8784520,No
WESSON,CHAVEZ,WESSON CHAVEZ,M,Especialista de Software,Semi,29,"Lyon, Francia",Hibrido,"$19,000",S,9595914,No
YEHUDA,RAMOS,YEHUDA RAMOS,M,Desarrollador de software I,Semi,31,"Basilea, Suiza",Teletrabajo,"$20,000",O,8829574,Si
ALVARO,RUIZ,ALVARO RUIZ,M,Analista de Software,Semi,31,"Touluse, Francia",Teletrabajo,"$20,000",O,9438604,Si
BOBBY,MENDOZA,BOBBY MENDOZA,M,Especialista de Software,Semi,27,"Zurich, Suiza",Presencial,"$18,000",S,9221522,Si
BRONSON,ALVAREZ,BRONSON ALVAREZ,M,Analista de Software,Semi,28,"Basilea, Suiza",Hibrido,"$15,000",S,9321921,No
DILAN,JIMENEZ,DILAN JIMENEZ,M,Especialista de Software,Semi,35,"Ginebra, Suiza",Presencial,"$17,000",S,9675595,No
KOLE,CASTILLO,KOLE CASTILLO,M,Especialista de Software,Semi,27,"Ginebra, Suiza",Teletrabajo,"$19,000",O,9619142,Si
KYRO,VASQUEZ,KYRO VASQUEZ,M,Desarrollador de software I,Semi,30,"Basilea, Suiza",Presencial,"$18,000",S,9000741,Si
TRISTEN,ROMERO,TRISTEN ROMERO,M,Analista de Software,Semi,31,"Zurich, Suiza",Hibrido,"$20,000",S,8779272,Si
BLAZE,MORENO,BLAZE MORENO,M,Desarrollador de software II,Semi,29,"Zurich, Suiza",Teletrabajo,"$20,000",S,9368565,Si
BRAYAN,GONZALES,BRAYAN GONZALES,M,Ingeniero de software I,Semi,35,"Lyon, Francia",Teletrabajo,"$20,000",S,9323506,No
JADIEL,HERRERA,JADIEL HERRERA,M,Desarrollador de software II,Semi,30,"Ginebra, Suiza",Presencial,"$17,000",C,9210322,No
DEMETRIUS,AGUILAR,DEMETRIUS AGUILAR,M,Especialista de Software,Semi,33,"Touluse, Francia",Presencial,"$19,000",O,8842728,No
